Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-all-units-vs.json	576	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	836	0	0	0	0	0	0
fsh-generated/resources/ValueSet-atc-spor-vs.json	480	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	1806	0	0	0	0	0	0
fsh-generated/resources/ValueSet-authorised-doseform-vs.json	830	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	1062	0	1	0	0	0	0
fsh-generated/resources/ValueSet-basic-dose-form.json	5077	2	0	0	1	0	0	0	1	332	0	0	0	0	0	0	0	0	0	0	13	362	0	0	0	1	0	0
fsh-generated/resources/ValueSet-closure.json	10939	2	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	19	369	0	0	0	0	0	0
fsh-generated/resources/ValueSet-combination-pack.json	14393	3	0	0	0	0	0	0	1	353	0	0	0	0	0	0	0	0	0	0	24	408	0	0	0	1	0	0
fsh-generated/resources/ValueSet-combined-pharmaceutical-dose-form.json	79162	7	0	0	0	0	0	0	1	549	0	0	0	0	0	0	0	0	0	0	114	597	0	0	0	7	0	0
fsh-generated/resources/ValueSet-combined-term.json	75629	7	0	0	0	0	0	0	1	534	0	0	0	0	0	0	0	1	0	0	102	615	0	0	0	5	0	0
fsh-generated/resources/ValueSet-container.json	34989	5	0	0	0	0	0	0	1	413	0	0	0	0	0	0	0	0	0	0	44	491	0	0	0	3	0	0
fsh-generated/resources/ValueSet-country-ema-vs.json	404	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	358	0	0	0	0	0	0
fsh-generated/resources/ValueSet-country-iso-vs.json	388	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	373	0	0	0	0	0	0
fsh-generated/resources/ValueSet-domain-vs.json	411	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	7	26	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ehdsi-ucum-unit.json	214916	18	0	0	0	0	0	0	5	3242	0	0	0	0	0	0	0	1	0	0	236	3615	0	0	0	18	0	1
fsh-generated/resources/ValueSet-intended-site.json	2556	4	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	10	341	0	0	0	0	0	0
fsh-generated/resources/ValueSet-language-bcp-vs.json	384	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	386	0	0	0	0	0	0
fsh-generated/resources/ValueSet-language-ema-vs.json	408	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	262	0	0	0	0	0	0
fsh-generated/resources/ValueSet-legal-status-for-the-supply-vs.json	457	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	38	0	0	0	1	0	0
fsh-generated/resources/ValueSet-marketing-status-spor-vs.json	429	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	27	0	0	0	0	0	0
fsh-generated/resources/ValueSet-material-vs.json	404	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	91	0	0	0	0	0	0
fsh-generated/resources/ValueSet-packaging-category.json	785	2	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	10	396	0	0	0	0	0	0
fsh-generated/resources/ValueSet-packaging-spor-vs.json	395	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	141	0	0	0	0	0	0
fsh-generated/resources/ValueSet-patient-friendly-term.json	38809	4	0	0	0	0	0	0	1	426	0	0	0	0	0	0	0	1	0	0	46	442	0	0	0	1	0	0
fsh-generated/resources/ValueSet-pharmaceutical-dose-form.json	496728	34	0	0	0	0	0	0	10	1331	0	0	0	0	0	0	0	3	0	0	553	1487	0	0	0	28	0	2
fsh-generated/resources/ValueSet-pharmaceutical-doseform-vs.json	494	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	718	0	0	0	0	0	0
fsh-generated/resources/ValueSet-record-status-spor-vs.json	429	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	28	0	0	0	0	0	0
fsh-generated/resources/ValueSet-regulatory-status-spor-vs.json	458	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	50	0	0	0	0	0	0
fsh-generated/resources/ValueSet-route-of-administration.json	86248	8	0	0	0	0	0	0	2	486	0	0	0	0	0	0	0	0	0	0	92	542	0	0	0	5	0	0
fsh-generated/resources/ValueSet-routes-and-methods-of-administration-vs.json	558	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	189	0	0	0	0	0	0
fsh-generated/resources/ValueSet-shelflifetype-spor-vs.json	419	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	390	0	0	0	0	0	0
fsh-generated/resources/ValueSet-substances-vs.json	430	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	156	0	0	0	0	0	0
fsh-generated/resources/ValueSet-unit-of-measurement-vs.json	464	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	638	0	0	0	0	0	0
fsh-generated/resources/ValueSet-unit-of-presentation-vs.json	469	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	91	0	0	0	0	0	0
fsh-generated/resources/ValueSet-unit-of-presentation.json	43057	5	0	0	0	0	0	0	2	592	0	0	0	0	0	0	0	0	0	0	45	451	0	0	0	2	0	0
fsh-generated/resources/ValueSet-whoatc-unicom.json	921	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	10029	0	0	0	0	0	0
